image_width,image_height,filter_size,filter_type,version,device_name,block_width,block_height,repeat_count,estimated_operations,cpu_time_ms,cpu_min_time_ms,cpu_max_time_ms,cpu_stddev_time_ms,gpu_kernel_time_ms,gpu_kernel_min_time_ms,gpu_kernel_max_time_ms,gpu_kernel_stddev_time_ms,gpu_total_time_ms,gpu_total_min_time_ms,gpu_total_max_time_ms,gpu_total_stddev_time_ms,gpu_allocation_time_ms,gpu_host_to_device_time_ms,gpu_device_to_host_time_ms,gpu_free_time_ms,kernel_speedup,total_speedup,cpu_gflops,gpu_kernel_gflops,max_abs_error,mean_abs_error,passed
512,512,3,sharpen,cuda_shared_memory_tiled,"NVIDIA GeForce RTX 4070 Laptop GPU",16,16,5,4718592,2.214260,2.175500,2.315200,0.051136,0.020058,0.015360,0.036864,0.008415,0.879058,0.874360,0.895864,0.008415,0.156900,0.276500,0.137300,0.288300,110.395062,2.518902,2.131002,235.252074,0.000001,0.000000,true
512,512,3,sharpen,cuda_shared_constant_filter,"NVIDIA GeForce RTX 4070 Laptop GPU",16,16,5,4718592,2.214260,2.175500,2.315200,0.051136,0.022938,0.014336,0.056320,0.016696,1.114338,1.105736,1.147720,0.016696,0.151400,0.563400,0.146300,0.230300,96.534075,1.987064,2.131002,205.714285,0.000001,0.000000,true
512,512,3,sharpen,cuda_multi_output,"NVIDIA GeForce RTX 4070 Laptop GPU",16,16,5,4718592,2.214260,2.175500,2.315200,0.051136,0.022886,0.016384,0.046080,0.011621,0.981786,0.975284,1.004980,0.011621,0.181400,0.312200,0.156000,0.309300,96.750034,2.255338,2.131002,206.174494,0.000001,0.000000,true
512,512,3,sharpen,cuda_register_tiled,"NVIDIA GeForce RTX 4070 Laptop GPU",16,16,5,4718592,2.214260,2.175500,2.315200,0.051136,0.017389,0.012192,0.031744,0.007225,1.036889,1.031692,1.051244,0.007225,0.138400,0.334400,0.160100,0.386600,127.338287,2.135485,2.131002,271.358116,0.000001,0.000000,true
512,512,3,sharpen,cuda_naive_global_memory,"NVIDIA GeForce RTX 4070 Laptop GPU",32,8,5,4718592,2.214260,2.175500,2.315200,0.051136,0.020064,0.013312,0.042976,0.011474,0.977764,0.971012,1.000676,0.011474,0.124400,0.332200,0.161400,0.339700,110.359849,2.264616,2.131002,235.177035,0.000001,0.000000,true
512,512,3,sharpen,cuda_shared_memory_tiled,"NVIDIA GeForce RTX 4070 Laptop GPU",32,8,5,4718592,2.214260,2.175500,2.315200,0.051136,0.028243,0.016384,0.045056,0.012191,1.006443,0.994584,1.023256,0.012191,0.193100,0.349200,0.154300,0.281600,78.399756,2.200084,2.131002,167.070020,0.000001,0.000000,true
512,512,3,sharpen,cuda_shared_constant_filter,"NVIDIA GeForce RTX 4070 Laptop GPU",32,8,5,4718592,2.214260,2.175500,2.315200,0.051136,0.017114,0.016384,0.018208,0.000894,1.000914,1.000184,1.002008,0.000894,0.144500,0.334800,0.143400,0.361100,129.385983,2.212239,2.131002,275.721760,0.000001,0.000000,true
512,512,3,sharpen,cuda_multi_output,"NVIDIA GeForce RTX 4070 Laptop GPU",32,8,5,4718592,2.214260,2.175500,2.315200,0.051136,0.013510,0.010240,0.015360,0.001759,1.018910,1.015640,1.020760,0.001759,0.188300,0.365000,0.144200,0.307900,163.893003,2.173165,2.131002,349.256280,0.000001,0.000000,true
512,512,3,sharpen,cuda_register_tiled,"NVIDIA GeForce RTX 4070 Laptop GPU",32,8,5,4718592,2.214260,2.175500,2.315200,0.051136,0.013901,0.012160,0.016384,0.001690,0.961401,0.959660,0.963884,0.001690,0.135200,0.351900,0.142900,0.317500,159.290112,2.303160,2.131002,339.447513,0.000001,0.000000,true
512,512,3,sharpen,cuda_naive_global_memory,"NVIDIA GeForce RTX 4070 Laptop GPU",32,16,5,4718592,2.214260,2.175500,2.315200,0.051136,0.014541,0.014336,0.015360,0.000410,1.061241,1.061036,1.062060,0.000410,0.200800,0.436500,0.133400,0.276000,152.279103,2.086482,2.131002,324.507040,0.000001,0.000000,true
512,512,3,sharpen,cuda_shared_memory_tiled,"NVIDIA GeForce RTX 4070 Laptop GPU",32,16,5,4718592,2.214260,2.175500,2.315200,0.051136,0.016915,0.016128,0.019456,0.001274,1.026615,1.025828,1.029156,0.001274,0.116700,0.389000,0.138300,0.365700,130.903567,2.156855,2.131002,278.955734,0.000001,0.000000,true
